customer_id,gender,age,relationship_status,state,number_of_referrals,tenure_in_months,value_deal,voice_assistance,dual_connectivity,data_service,data_plan,cyber_protection,data_backup,gadget_protection,vip_support,video_streaming,cinema_streaming,audio_streaming,unlimited_data,service_commitment,digital_invoicing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
CUS-03191-US,Male,38,Married,Missouri,0,6,,Active,Active,Active,Cable,Inactive,Active,Active,Active,Inactive,Active,Active,Active,Two Year,Active,Bank Withdrawal,75,3583,0,0,344,4451,Stayed,,
CUS-03192-US,Female,32,Single,Ohio,3,25,,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,76,1288,0,0,280,1464,Churned,Other,Don't know
CUS-03193-US,Male,46,Single,Ohio,6,25,,Active,Active,Inactive,Cable,,,,,,,,,Two Year,Inactive,Mailed Check,22,1068,0,0,2286,3383,Stayed,,
CUS-03194-US,Female,71,Married,Indiana,6,32,,Active,Inactive,Active,Cable,Active,Active,Active,Inactive,Inactive,Active,Inactive,Active,One Year,Inactive,Bank Withdrawal,98,6369,0,0,225,7060,Stayed,,
CUS-03195-US,Male,32,Married,Washington,3,26,,Inactive,,Active,Cable,Active,Active,Inactive,Active,Inactive,Inactive,Inactive,Inactive,One Year,Active,Credit Card,30,5518,0,83,0,859,Churned,,
CUS-03196-US,Male,38,Single,Pennsylvania,13,27,Deal 1,Active,Active,Active,Cable,Active,Inactive,Active,Active,Inactive,Active,Active,Active,Two Year,Active,Credit Card,76,5663,0,0,636,5846,Stayed,,
CUS-03197-US,Female,64,Married,Michigan,13,16,,Active,Active,Inactive,Cable,,,,,,,,,Two Year,Inactive,Bank Withdrawal,26,1755,0,0,1596,3335,Stayed,,
CUS-03198-US,Female,47,Married,Wisconsin,1,29,,Active,Active,Active,Cable,Inactive,Active,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,93,4170,0,0,1193,5444,Stayed,,
CUS-03199-US,Female,52,Single,Ohio,4,31,,Active,Inactive,Active,Cable,Inactive,Active,Active,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,107,2259,0,0,374,2317,Churned,Price,Competitor had better devices
CUS-03200-US,Male,69,Married,North Carolina,10,10,Deal 4,Active,Active,Active,Cable,Active,Active,Inactive,Inactive,Inactive,Active,Active,Inactive,Month-to-Month,Active,Bank Withdrawal,95,1697,0,109,604,2286,Churned,Competitor,Long distance charges
CUS-03201-US,Female,40,Single,Texas,12,12,Deal 4,Active,Inactive,Active,Cable,Active,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Mailed Check,91,1525,0,0,444,1900,Stayed,,
CUS-03202-US,Female,39,Single,Maryland,8,17,,Active,Inactive,Inactive,Cable,,,,,,,,,Month-to-Month,Active,Credit Card,21,18,0,0,3,21,Joined,,
CUS-03203-US,Female,43,Married,Texas,13,29,,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,65,109,0,0,72,202,Churned,Price,Competitor made better offer
CUS-03204-US,Male,58,Single,New York,7,31,Deal 3,Inactive,,Active,Cable,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,57,1917,0,0,0,2179,Stayed,,
CUS-03205-US,Male,61,Married,Arizona,15,17,,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,Month-to-Month,Active,Credit Card,21,18,0,0,53,63,Churned,Dissatisfaction,Service dissatisfaction
CUS-03206-US,Male,68,Single,Virginia,13,21,Deal 2,Active,Inactive,Active,Cable,Inactive,Active,Active,Active,Inactive,Active,Inactive,Active,One Year,Active,Credit Card,82,4868,0,0,2862,7913,Stayed,,
CUS-03207-US,Female,55,Single,California,5,11,,Active,Active,Active,Cable,Inactive,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,119,7696,0,0,1741,8553,Stayed,,
CUS-03208-US,Male,41,Married,Florida,9,28,,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Credit Card,46,98,0,32,32,165,Churned,Price,Competitor had better devices
CUS-03209-US,Male,34,Single,Missouri,14,8,Deal 2,Active,Active,Active,Cable,Inactive,Active,Active,Active,Active,Inactive,Inactive,Active,Two Year,Active,Credit Card,86,4579,0,0,871,5279,Stayed,,
CUS-03210-US,Female,54,Single,Pennsylvania,8,8,Deal 4,Active,Active,Active,Cable,Inactive,Active,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,63,803,0,0,592,1292,Stayed,,
CUS-03211-US,Female,59,Single,Illinois,11,11,,Active,Inactive,Active,Cable,Inactive,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Bank Withdrawal,82,2491,0,71,1370,4317,Stayed,,
CUS-03212-US,Female,57,Married,Massachusetts,4,18,Deal 1,Active,Active,Active,Cable,Inactive,Active,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Credit Card,86,6481,0,0,2368,9230,Stayed,,
CUS-03213-US,Male,73,Married,Indiana,3,10,,Active,Active,Active,Cable,Inactive,Active,Active,Inactive,Active,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,107,5416,0,0,691,5552,Stayed,,
CUS-03214-US,Female,49,Married,California,6,19,Deal 2,Inactive,,Active,Cable,Inactive,Active,Inactive,Inactive,Inactive,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,44,2467,0,0,0,2472,Stayed,,
CUS-03215-US,Male,35,Married,Tennessee,0,15,,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,55,55,0,0,34,86,Churned,Price,Competitor made better offer
CUS-03216-US,Female,69,Married,Wisconsin,2,28,,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,59,627,15,0,34,641,Stayed,,
CUS-03217-US,Male,55,Married,North Carolina,15,38,,Active,Active,Active,Cable,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,101,6334,0,0,2145,9840,Stayed,,
CUS-03218-US,Female,43,Married,Illinois,8,19,Deal 2,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,88,4750,0,0,2192,7282,Stayed,,
CUS-03219-US,Female,42,Single,North Carolina,6,4,Deal 4,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,One Year,Inactive,Bank Withdrawal,21,374,0,0,893,1187,Stayed,,
CUS-03220-US,Male,24,Single,Pennsylvania,15,14,Deal 1,Active,Active,Active,Cable,Inactive,Active,Active,Active,Inactive,Active,Active,Active,Two Year,Active,Bank Withdrawal,90,6296,0,0,3365,9184,Stayed,,
CUS-03221-US,Male,23,Single,Indiana,12,5,,Active,Active,Active,Cable,Inactive,Active,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Credit Card,102,2043,0,0,525,2553,Stayed,,
CUS-03222-US,Male,71,Married,Maryland,6,15,,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,42,722,0,0,719,1359,Churned,Price,Competitor made better offer
CUS-03223-US,Female,72,Single,Maryland,14,15,,Active,Active,Active,Cable,Inactive,Active,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,103,4050,0,0,984,4473,Stayed,,
CUS-03224-US,Female,50,Single,Pennsylvania,7,5,Deal 4,Active,Inactive,Active,Cable,Inactive,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,One Year,Inactive,Bank Withdrawal,85,1755,0,0,314,1938,Stayed,,
CUS-03225-US,Female,59,Single,Georgia,4,32,,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,Month-to-Month,Inactive,Bank Withdrawal,20,56,0,0,117,201,Joined,,
CUS-03226-US,Female,23,Single,Florida,4,9,,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,Month-to-Month,Inactive,Mailed Check,19,157,0,0,385,512,Stayed,,
CUS-03227-US,Male,54,Married,Florida,1,20,,Active,Inactive,Active,Cable,Inactive,Inactive,Active,Inactive,Inactive,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,61,1009,14,0,48,1105,Churned,Price,Competitor had better devices
CUS-03228-US,Male,68,Single,Virginia,11,17,,Active,Active,Active,Cable,Inactive,Inactive,Active,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,85,171,0,0,47,228,Churned,Price,Competitor had better devices
CUS-03229-US,Female,24,Single,Georgia,0,9,,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,One Year,Inactive,Credit Card,21,36,0,0,77,122,Joined,,
CUS-03230-US,Female,60,Married,Florida,11,3,,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,Two Year,Inactive,Credit Card,18,1034,0,0,2606,3393,Stayed,,
CUS-03231-US,Male,41,Married,Ohio,10,3,,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,70,1648,0,0,669,2002,Stayed,,
CUS-03232-US,Female,31,Married,Wisconsin,8,6,,Inactive,,Active,Cable,Inactive,Inactive,Active,Active,Active,Active,Active,Inactive,Month-to-Month,Active,Bank Withdrawal,57,2854,0,53,0,3327,Churned,Attitude,Attitude of service provider
CUS-03233-US,Female,71,Married,Illinois,2,10,,Active,Active,Active,Cable,Inactive,Active,Active,Active,Active,Active,Active,Inactive,Two Year,Inactive,Credit Card,94,6397,0,110,2136,7939,Stayed,,
CUS-03234-US,Female,60,Single,North Carolina,14,35,Deal 3,Active,Inactive,Active,Cable,Inactive,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,53,1865,0,10,51,1854,Churned,Attitude,Attitude of support person
CUS-03235-US,Male,30,Single,Maryland,7,24,Deal 1,Inactive,,Active,Cable,Inactive,Inactive,Active,Active,Active,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,47,3345,0,0,0,3534,Stayed,,
CUS-03236-US,Male,55,Married,Texas,2,8,Deal 5,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,76,68,0,0,44,124,Churned,Price,Competitor offered higher download speeds
CUS-03237-US,Female,49,Single,Pennsylvania,3,11,,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,Two Year,Inactive,Mailed Check,18,371,0,0,324,816,Stayed,,
CUS-03238-US,Female,22,Married,Maryland,13,10,,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,71,1564,0,0,747,2476,Churned,Price,Competitor offered higher download speeds
CUS-03239-US,Female,77,Single,Florida,10,23,,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Active,Month-to-Month,Active,Credit Card,90,877,0,0,41,903,Churned,Competitor,Extra data charges
CUS-03240-US,Female,83,Married,Wisconsin,11,28,Deal 5,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,49,43,0,0,49,86,Joined,,
CUS-03241-US,Female,32,Single,Florida,0,32,,Active,Active,Inactive,Cable,Inactive,,,,,,,,Two Year,Inactive,Credit Card,27,1989,6,0,2418,4331,Stayed,,
CUS-03242-US,Male,55,Single,Maryland,7,19,,Active,Active,Inactive,Cable,Inactive,,,,,,,,One Year,Active,Credit Card,27,850,0,0,827,1880,Stayed,,
CUS-03243-US,Male,31,Married,New York,3,34,Deal 3,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,One Year,Inactive,Bank Withdrawal,22,568,0,0,740,1232,Stayed,,
CUS-03244-US,Male,58,Married,Indiana,12,12,,Active,Active,Active,Cable,Inactive,Active,Inactive,Inactive,Active,Active,Active,Inactive,One Year,Inactive,Credit Card,99,5923,0,105,1604,7831,Churned,Price,Competitor offered more data
CUS-03245-US,Female,47,Married,Texas,6,39,,Active,Active,Active,Cable,Inactive,Active,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Credit Card,59,326,0,0,85,441,Stayed,,
CUS-03246-US,Male,47,Single,Texas,15,13,,Inactive,,Active,Cable,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Credit Card,32,533,0,0,0,597,Stayed,,
CUS-03247-US,Male,25,Married,Indiana,3,36,,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,Month-to-Month,Inactive,Bank Withdrawal,22,380,9,0,831,1271,Stayed,,
CUS-03248-US,Male,89,Married,Washington,11,2,Deal 5,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,75,189,0,0,64,268,Churned,Competitor,Long distance charges
CUS-03249-US,Male,37,Married,Wisconsin,15,32,,Active,Active,Active,Cable,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,95,5013,0,0,1122,5986,Stayed,,
CUS-03250-US,Female,65,Single,Maryland,16,31,,Active,Active,Active,Cable,Inactive,Active,Inactive,Active,Active,Active,Inactive,Active,One Year,Inactive,Bank Withdrawal,105,2044,0,0,594,2942,Stayed,,
CUS-03251-US,Female,37,Single,Missouri,0,8,Deal 3,Active,Inactive,Inactive,Cable,Inactive,,,,,,,,One Year,Inactive,Credit Card,21,608,0,0,953,1467,Stayed,,
CUS-03252-US,Female,36,Single,Florida,4,20,Deal 2,Active,Active,Active,Cable,Inactive,Active,Inactive,Active,Active,Active,Active,Active,Two Year,Active,Mailed Check,84,3794,0,0,2660,7052,Stayed,,
CUS-03253-US,Female,30,Single,Texas,12,24,Deal 4,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,36,353,0,0,0,367,Stayed,,
CUS-03254-US,Female,18,Single,Arizona,15,5,Deal 1,Active,Active,Active,Cable,Inactive,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,92,6527,0,0,1941,8294,Stayed,,
CUS-03255-US,Male,61,Married,Virginia,10,25,,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Inactive,Mailed Check,20,91,0,0,95,208,Stayed,,
CUS-03256-US,Male,50,Married,Maryland,0,10,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,79,3676,0,0,1764,6165,Churned,Attitude,Attitude of support person
CUS-03257-US,Female,35,Married,Arizona,0,16,,Active,Active,Active,Cable,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Credit Card,30,5518,3,0,929,6668,Churned,,
CUS-03258-US,Female,32,Married,Virginia,1,37,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,95,4884,0,0,193,4685,Stayed,,
CUS-03259-US,Female,70,Single,Massachusetts,5,24,Deal 2,Active,Active,Active,DSL,Inactive,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,71,3512,0,102,1332,4854,Stayed,,
CUS-03260-US,Male,25,Married,Florida,0,33,Deal 5,Active,Inactive,Active,DSL,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Inactive,Month-to-Month,Inactive,Mailed Check,59,59,0,32,34,119,Joined,,
CUS-03261-US,Female,58,Single,California,15,36,,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,25,27,0,0,0,25,Churned,Price,Competitor had better devices
CUS-03262-US,Female,58,Married,Michigan,5,5,,Inactive,,Active,DSL,Inactive,Inactive,Active,Active,Active,Active,Active,Active,One Year,Inactive,Credit Card,66,2438,0,0,0,2345,Stayed,,
CUS-03263-US,Male,28,Married,California,6,21,,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Inactive,Credit Card,21,144,0,0,263,457,Stayed,,
CUS-03264-US,Female,64,Married,Maryland,8,27,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,94,2760,0,0,1031,3292,Churned,Price,Competitor had better devices
CUS-03265-US,Female,27,Single,California,9,25,,Active,Inactive,Inactive,,Inactive,,,,,,,,Two Year,Inactive,Mailed Check,20,777,0,0,364,1201,Stayed,,
CUS-03266-US,Female,38,Married,Tennessee,3,7,,Active,Active,Active,DSL,Inactive,Active,Active,Active,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Credit Card,70,4572,0,0,2918,8557,Stayed,,
CUS-03267-US,Male,43,Married,Pennsylvania,8,26,,Active,Active,Active,Cable,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Credit Card,83,5405,0,0,646,5542,Stayed,,
CUS-03268-US,Female,40,Married,Tennessee,7,1,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,83,185,0,0,55,243,Joined,,
CUS-03269-US,Female,60,Married,Illinois,5,32,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,91,5305,0,0,329,5795,Stayed,,
CUS-03270-US,Male,31,Married,Pennsylvania,1,1,,Active,Inactive,Inactive,,Inactive,,,,,,,,Two Year,Inactive,Bank Withdrawal,21,966,0,0,118,1108,Stayed,,
CUS-03271-US,Male,23,Married,Missouri,2,35,,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Inactive,Credit Card,19,19,0,0,20,40,Churned,Attitude,Attitude of support person
CUS-03272-US,Female,31,Single,Michigan,6,25,Deal 3,Active,Inactive,Active,DSL,Inactive,Active,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Active,Credit Card,85,2086,0,0,173,2286,Stayed,,
CUS-03273-US,Female,34,Single,North Carolina,3,5,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,74,331,0,0,89,358,Stayed,,
CUS-03274-US,Female,48,Single,Washington,0,15,,Active,Active,Active,DSL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,55,51,0,0,48,103,Churned,Other,Don't know
CUS-03275-US,Male,82,Married,Texas,14,32,,Active,Inactive,Inactive,,Inactive,,,,,,,,One Year,Inactive,Mailed Check,21,696,0,0,888,1746,Stayed,,
CUS-03276-US,Male,77,Single,Florida,5,21,,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,86,335,0,0,28,404,Churned,Price,Competitor had better devices
CUS-03277-US,Female,45,Married,Pennsylvania,9,25,,Active,Inactive,Active,Cable,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,69,5252,0,0,2829,7819,Stayed,,
CUS-03278-US,Female,26,Single,Missouri,2,7,Deal 1,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,110,6878,0,0,1829,8654,Stayed,,
CUS-03279-US,Female,30,Single,Florida,13,9,,Active,Active,Active,DSL,Inactive,Active,Inactive,Active,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,84,4450,0,0,1177,5823,Stayed,,
CUS-03280-US,Female,44,Single,Arizona,11,29,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,72,75,0,0,32,108,Churned,Price,Competitor had better devices
CUS-03281-US,Female,32,Single,Arizona,1,6,,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,90,4431,0,0,1999,6162,Stayed,,
CUS-03282-US,Male,45,Married,Virginia,3,25,,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Inactive,Mailed Check,20,20,0,0,29,46,Churned,Price,Competitor made better offer
CUS-03283-US,Male,22,Married,Florida,4,1,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Month-to-Month,Inactive,Bank Withdrawal,66,291,0,71,162,533,Churned,Price,Competitor had better devices
CUS-03284-US,Male,32,Single,Illinois,8,7,Deal 3,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Bank Withdrawal,86,2583,0,132,202,3131,Stayed,,
CUS-03285-US,Male,40,Married,Arizona,1,34,Deal 4,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Inactive,Credit Card,20,219,0,0,575,903,Stayed,,
CUS-03286-US,Female,18,Single,Florida,5,4,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,67,156,0,0,87,227,Joined,,
CUS-03287-US,Female,65,Married,New Jersey,8,28,,Active,Inactive,Inactive,,Inactive,,,,,,,,Two Year,Inactive,Credit Card,19,667,0,0,371,990,Stayed,,
CUS-03288-US,Female,51,Single,Ohio,4,28,,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,One Year,Inactive,Credit Card,29,335,0,0,0,404,Stayed,,
CUS-03289-US,Male,44,Single,New York,0,16,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,111,6459,0,0,214,6857,Stayed,,
CUS-03290-US,Male,45,Married,New Jersey,11,35,Deal 2,Active,Active,Inactive,,Inactive,,,,,,,,Two Year,Inactive,Credit Card,24,1115,0,0,542,1698,Stayed,,
CUS-03291-US,Female,30,Married,Massachusetts,16,23,Deal 5,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Active,Bank Withdrawal,21,20,0,0,20,40,Joined,,
CUS-03292-US,Female,62,Married,Maryland,5,27,Deal 1,Active,Active,Active,DSL,Inactive,Active,Active,Active,Inactive,Active,Active,Active,Two Year,Active,Bank Withdrawal,76,6232,0,0,2600,8031,Stayed,,
CUS-03293-US,Male,58,Married,Michigan,4,12,Deal 5,Active,Inactive,Inactive,,Inactive,,,,,,,,One Year,Inactive,Bank Withdrawal,19,95,0,0,153,247,Stayed,,
CUS-03294-US,Female,86,Married,New Jersey,2,3,,Inactive,,Active,DSL,Inactive,Active,Active,Active,Active,Active,Inactive,Inactive,One Year,Active,Bank Withdrawal,63,2684,0,157,0,2974,Churned,Price,Competitor offered higher download speeds
CUS-03295-US,Male,44,Married,New York,11,2,Deal 5,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Inactive,Credit Card,19,21,0,0,12,33,Churned,Price,Competitor made better offer
CUS-03296-US,Female,36,Single,Virginia,7,21,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Active,Active,Active,One Year,Active,Credit Card,119,4944,5,0,875,5897,Churned,Competitor,Price too high
CUS-03297-US,Male,33,Married,North Carolina,4,37,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,104,6108,0,0,616,6795,Churned,Price,Competitor offered more data
CUS-03298-US,Male,76,Married,Virginia,12,15,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,74,358,44,10,232,597,Churned,Price,Competitor made better offer
CUS-03299-US,Male,57,Married,Maryland,13,4,Deal 3,Active,Inactive,Inactive,,Inactive,,,,,,,,One Year,Inactive,Credit Card,20,435,0,0,1288,1494,Stayed,,
CUS-03300-US,Female,31,Married,Arizona,4,1,,Active,Inactive,Active,DSL,Inactive,Active,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Inactive,Credit Card,61,2469,0,0,470,2804,Stayed,,
CUS-03301-US,Female,59,Single,Illinois,6,30,Deal 5,Active,Inactive,Active,DSL,Inactive,Active,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,56,64,0,10,39,116,Churned,Attitude,Attitude of service provider
CUS-03302-US,Male,19,Single,Massachusetts,6,11,Deal 5,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Active,Bank Withdrawal,20,182,0,0,370,517,Stayed,,
CUS-03303-US,Male,23,Married,North Carolina,14,12,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Active,Active,Active,Active,One Year,Active,Credit Card,98,5097,0,0,308,5650,Churned,Attitude,Attitude of service provider
CUS-03304-US,Male,59,Married,New York,14,29,Deal 5,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Active,Credit Card,22,20,0,0,39,51,Churned,Price,Competitor made better offer
CUS-03305-US,Male,36,Single,New York,10,6,,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,29,343,27,0,0,307,Stayed,,
CUS-03306-US,Female,30,Married,New York,3,32,,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Inactive,Bank Withdrawal,18,156,0,0,14,160,Stayed,,
CUS-03307-US,Male,80,Married,Michigan,3,24,Deal 3,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Active,Active,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,95,3761,0,0,1746,5273,Churned,Dissatisfaction,Service dissatisfaction
CUS-03308-US,Male,42,Single,Indiana,15,5,Deal 3,Active,Inactive,Inactive,,Inactive,,,,,,,,Month-to-Month,Inactive,Credit Card,20,657,49,0,1507,2054,Stayed,,
CUS-03309-US,Male,34,Single,New Jersey,14,7,,Active,Inactive,Inactive,,Inactive,,,,,,,,Two Year,Inactive,Credit Card,21,359,0,0,642,931,Stayed,,
CUS-03310-US,Female,77,Single,Arizona,14,7,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Active,Active,Active,Inactive,Active,Two Year,Active,Bank Withdrawal,107,8378,25,0,2502,9873,Stayed,,
CUS-03311-US,Female,69,Married,Michigan,15,23,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,65,71,0,0,20,90,Churned,Dissatisfaction,Limited range of services
CUS-03312-US,Female,22,Married,Missouri,7,3,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,80,310,0,0,181,536,Churned,Price,Competitor had better devices
